area_data_type,geography_type,geography_id,geography_desc,total_area,mobilebb_3g_area_st_pct,mobilebb_3g_area_iv_pct,mobilebb_4g_area_st_pct,mobilebb_4g_area_iv_pct,mobilebb_5g_spd1_area_st_pct,mobilebb_5g_spd1_area_iv_pct,mobilebb_5g_spd2_area_st_pct,mobilebb_5g_spd2_area_iv_pct
Tribal,County,37051,"Cumberland, NC",1700.4879,0.0000,0.0000,0.9993,0.7789,0.9218,0.6241,0.7860,0.5277
Tribal,County,37069,"Franklin, NC",24.0158,0.0000,0.0000,0.9912,0.3377,0.9123,0.5614,0.0614,0.0044
Tribal,County,37075,"Graham, NC",10.9546,0.0000,0.0000,0.8654,0.5962,0.1635,0.0000,0.0865,0.0000
Tribal,County,37083,"Halifax, NC",204.0291,0.0000,0.0000,0.9907,0.5932,0.8436,0.5596,0.3397,0.1430
Tribal,County,37085,"Harnett, NC",360.8691,0.0000,0.0000,1.0000,0.8573,0.9533,0.6702,0.8257,0.4454
Tribal,County,37087,"Haywood, NC",0.3160,0.0000,0.0000,1.0000,1.0000,0.3333,0.0000,0.0000,0.0000
Tribal,County,37091,"Hertford, NC",94.3779,0.0000,0.0000,1.0000,0.7132,0.9196,0.6563,0.5926,0.2746
Tribal,County,37093,"Hoke, NC",735.1155,0.0000,0.0000,0.9997,0.7280,0.8594,0.5035,0.6650,0.3240
Tribal,County,37099,"Jackson, NC",85.7407,0.0000,0.0000,0.9902,0.5995,0.4681,0.2088,0.2113,0.0639
Tribal,County,37127,"Nash, NC",60.3555,0.0000,0.0000,0.9791,0.2635,0.6230,0.4171,0.2897,0.2112
Tribal,County,37135,"Orange, NC",133.7723,0.0000,0.0000,0.9937,0.2835,0.5630,0.1386,0.2913,0.0677
Tribal,County,37145,"Person, NC",132.5083,0.0000,0.0000,0.9666,0.3696,0.3275,0.0684,0.1661,0.0350
Tribal,County,37155,"Robeson, NC",2794.8926,0.0000,0.0000,0.9982,0.7352,0.7634,0.3837,0.5295,0.2090
Tribal,County,37163,"Sampson, NC",184.9639,0.0000,0.0000,1.0000,0.8377,0.8309,0.4937,0.5866,0.2312
Tribal,County,37165,"Scotland, NC",939.5659,0.0000,0.0000,0.9902,0.6187,0.7642,0.2750,0.5340,0.1831
Tribal,County,37173,"Swain, NC",110.8098,0.0000,0.0000,0.9762,0.6274,0.5827,0.3536,0.3298,0.0827
Tribal,County,37185,"Warren, NC",212.8770,0.0000,0.0000,0.4899,0.1390,0.4112,0.2143,0.0594,0.0242
Tribal,County,38005,"Benson, ND",781.2512,0.0000,0.0000,0.9977,0.8687,0.9148,0.5148,0.8262,0.4738
Tribal,County,38013,"Burke, ND",1.2640,0.0000,0.0000,1.0000,0.7500,1.0000,0.0833,0.9167,0.0000
Tribal,County,38019,"Cavalier, ND",0.6320,0.0000,0.0000,0.8333,0.5000,0.5000,0.0000,0.3333,0.0000
Tribal,County,38023,"Divide, ND",2.6333,1.0000,0.9200,1.0000,0.9600,0.7600,0.2400,0.3600,0.1600
Tribal,County,38025,"Dunn, ND",1065.2276,0.0000,0.0000,0.7585,0.2043,0.2402,0.0218,0.1405,0.0200
Tribal,County,38027,"Eddy, ND",196.7611,0.0000,0.0000,0.9534,0.6103,0.7200,0.1435,0.6328,0.1429
Tribal,County,38049,"McHenry, ND",0.5267,0.0000,0.0000,1.0000,0.4000,0.6000,0.0000,0.4000,0.0000
Tribal,County,38053,"McKenzie, ND",411.0074,0.0000,0.0000,0.9713,0.6966,0.5456,0.1440,0.3216,0.1089
Tribal,County,38055,"McLean, ND",1209.8491,0.0000,0.0000,0.9974,0.6990,0.9021,0.2499,0.6780,0.1076
Tribal,County,38057,"Mercer, ND",217.6169,0.0000,0.0000,0.9342,0.4143,0.5668,0.0624,0.2294,0.0295
Tribal,County,38061,"Mountrail, ND",1065.5436,0.0000,0.0000,0.9923,0.8502,0.8048,0.3843,0.6490,0.3139
Tribal,County,38063,"Nelson, ND",2.3173,0.0000,0.0000,1.0000,0.0909,1.0000,0.0000,0.5909,0.0000
Tribal,County,38071,"Ramsey, ND",6.9519,0.0000,0.0000,1.0000,0.7576,0.8030,0.1212,0.2879,0.1212
Tribal,County,38077,"Richland, ND",102.5939,0.0000,0.0000,0.9959,0.2382,0.4559,0.0277,0.2207,0.0267
Tribal,County,38079,"Rolette, ND",319.2628,0.0000,0.0000,0.9993,0.8789,0.8261,0.4906,0.7357,0.4226
Tribal,County,38081,"Sargent, ND",167.0573,0.0000,0.0000,0.9609,0.0996,0.3884,0.0000,0.1778,0.0000
Tribal,County,38085,"Sioux, ND",2908.8623,0.0000,0.0000,0.9998,0.9195,0.6918,0.2245,0.4714,0.1578
Tribal,County,38101,"Ward, ND",60.9875,0.0000,0.0000,1.0000,0.9637,0.9983,0.4853,0.9482,0.4611
Tribal,County,38105,"Williams, ND",30.4411,0.9377,0.8789,1.0000,0.9481,0.6817,0.2837,0.5260,0.1903
Tribal,County,40001,"Adair, OK",1401.2382,0.0000,0.0000,0.9087,0.4417,0.5453,0.1724,0.3583,0.0966
Tribal,County,40005,"Atoka, OK",2341.2255,0.0000,0.0000,0.8864,0.5181,0.6758,0.3552,0.4333,0.1929
Tribal,County,40009,"Beckham, OK",2099.2767,0.0000,0.0000,0.9566,0.8164,0.7216,0.4039,0.5863,0.2668
Tribal,County,40011,"Blaine, OK",2211.0345,0.0000,0.0000,0.9771,0.7894,0.6549,0.2462,0.4826,0.1585
Tribal,County,40013,"Bryan, OK",2219.9878,0.0000,0.0000,0.9239,0.6315,0.8083,0.5085,0.6157,0.3418
Tribal,County,40015,"Caddo, OK",3019.3561,0.0000,0.0000,0.9945,0.8250,0.8554,0.4161,0.6859,0.2539
Tribal,County,40017,"Canadian, OK",1941.0673,0.0000,0.0000,0.9990,0.9181,0.9697,0.7520,0.8861,0.5443
Tribal,County,40019,"Carter, OK",1950.1259,0.0000,0.0000,0.9975,0.8998,0.9646,0.7420,0.7567,0.4930
Tribal,County,40021,"Cherokee, OK",1878.7105,0.0000,0.0000,0.9348,0.5086,0.6669,0.3141,0.5013,0.2017
Tribal,County,40023,"Choctaw, OK",1894.1943,0.0000,0.0000,0.9962,0.9288,0.6863,0.4083,0.3677,0.1051
Tribal,County,40027,"Cleveland, OK",829.9148,0.0000,0.0000,0.9926,0.8298,0.9629,0.6719,0.7454,0.3992
Tribal,County,40029,"Coal, OK",1232.8116,0.0000,0.0000,0.9685,0.6341,0.8222,0.4272,0.5688,0.2258
Tribal,County,40031,"Comanche, OK",2522.7134,0.0000,0.0000,0.9851,0.8841,0.9290,0.7316,0.8658,0.6091
Tribal,County,40033,"Cotton, OK",1489.1909,0.0000,0.0000,0.9991,0.8736,0.9506,0.6939,0.8242,0.4025
Tribal,County,40035,"Craig, OK",1859.7506,0.0000,0.0000,0.9972,0.7976,0.8364,0.5399,0.5876,0.2335
Tribal,County,40037,"Creek, OK",2319.0003,0.0000,0.0000,0.9948,0.7673,0.8406,0.4841,0.6996,0.3559
Tribal,County,40039,"Custer, OK",2345.4388,0.0000,0.0000,0.9867,0.8348,0.8856,0.4014,0.7260,0.1977
Tribal,County,40041,"Delaware, OK",1930.9554,0.0000,0.0000,0.9512,0.5514,0.7663,0.3203,0.5651,0.1818
Tribal,County,40043,"Dewey, OK",2368.1906,0.0000,0.0000,0.9556,0.6234,0.7390,0.2565,0.4641,0.1205
Tribal,County,40045,"Ellis, OK",1346.3600,0.0000,0.0000,0.7841,0.3735,0.4192,0.0593,0.1979,0.0273
Tribal,County,40049,"Garvin, OK",1910.7316,0.0000,0.0000,0.9988,0.8716,0.9571,0.7106,0.7612,0.4456
Tribal,County,40051,"Grady, OK",2590.0208,0.0000,0.0000,0.9905,0.8551,0.9229,0.6579,0.7938,0.4463
Tribal,County,40055,"Greer, OK",1492.1402,0.0000,0.0000,0.9525,0.6779,0.7035,0.3011,0.4902,0.1291
Tribal,County,40057,"Harmon, OK",1243.4502,0.0000,0.0000,0.8696,0.4547,0.5023,0.2007,0.3543,0.1101
Tribal,County,40061,"Haskell, OK",1501.8308,0.0000,0.0000,0.9644,0.7532,0.8118,0.5376,0.4687,0.1572
Tribal,County,40063,"Hughes, OK",1934.9580,0.0000,0.0000,0.9243,0.6197,0.8171,0.4635,0.5334,0.2407
Tribal,County,40065,"Jackson, OK",1858.2760,0.0000,0.0000,0.9923,0.7786,0.8030,0.3587,0.5066,0.1513
Tribal,County,40067,"Jefferson, OK",1802.6604,0.0000,0.0000,0.9883,0.7722,0.6553,0.3089,0.3852,0.1093
Tribal,County,40069,"Johnston, OK",1548.9144,0.0000,0.0000,0.9839,0.7701,0.8779,0.4812,0.6524,0.2934
Tribal,County,40071,"Kay, OK",1962.1338,0.0000,0.0000,0.9949,0.8683,0.9510,0.6308,0.8222,0.3750
Tribal,County,40073,"Kingfisher, OK",2141.8311,0.0000,0.0000,0.9935,0.8038,0.7535,0.2072,0.5312,0.0978
Tribal,County,40075,"Kiowa, OK",2395.9984,0.0000,0.0000,0.9959,0.8373,0.9110,0.4425,0.7565,0.2583
Tribal,County,40077,"Latimer, OK",1745.4649,0.0000,0.0000,0.8296,0.6835,0.5568,0.3386,0.2887,0.0993
Tribal,County,40079,"Le Flore, OK",3868.6521,0.0000,0.0000,0.9301,0.6556,0.5240,0.2775,0.3591,0.1688
Tribal,County,40081,"Lincoln, OK",2295.6165,0.0000,0.0000,0.9999,0.8603,0.9379,0.6066,0.7402,0.4153
Tribal,County,40083,"Logan, OK",221.5142,0.0000,0.0000,0.9834,0.4441,0.7085,0.2078,0.2573,0.0870
Tribal,County,40085,"Love, OK",1242.6075,0.0000,0.0000,0.9472,0.6397,0.8218,0.4562,0.6180,0.3417
Tribal,County,40087,"McClain, OK",1364.7932,0.0000,0.0000,0.9982,0.9080,0.9801,0.7692,0.8169,0.5023
Tribal,County,40089,"McCurtain, OK",4542.8854,0.0000,0.0000,0.9293,0.8630,0.3192,0.1756,0.1230,0.0417
Tribal,County,40091,"McIntosh, OK",1705.0172,0.0000,0.0000,0.9771,0.8595,0.9035,0.6933,0.6696,0.3925
Tribal,County,40095,"Marshall, OK",1001.3961,0.0000,0.0000,0.9972,0.8950,0.9627,0.7436,0.8155,0.5032
Tribal,County,40097,"Mayes, OK",1657.0909,0.0000,0.0000,0.9814,0.8350,0.9240,0.6978,0.8029,0.4394
Tribal,County,40099,"Murray, OK",997.8148,0.0000,0.0000,0.9863,0.8106,0.9060,0.6216,0.6653,0.3439
Tribal,County,40101,"Muskogee, OK",2023.1213,0.0000,0.0000,0.9834,0.9044,0.9410,0.7610,0.7445,0.4707
Tribal,County,40103,"Noble, OK",583.8580,0.0000,0.0000,0.9852,0.8946,0.9536,0.7422,0.8351,0.4330
Tribal,County,40105,"Nowata, OK",1411.1395,0.0000,0.0000,0.9899,0.7567,0.8939,0.6408,0.5620,0.2029
Tribal,County,40107,"Okfuskee, OK",1498.4601,0.0000,0.0000,0.9219,0.6070,0.7706,0.4013,0.5793,0.2650
Tribal,County,40109,"Oklahoma, OK",539.7237,0.0000,0.0000,1.0000,0.9658,0.9922,0.9262,0.9336,0.7722
Tribal,County,40111,"Okmulgee, OK",1680.5800,0.0000,0.0000,0.9949,0.7880,0.8433,0.5462,0.6306,0.3479
Tribal,County,40113,"Osage, OK",5553.0241,0.0000,0.0000,0.9442,0.6307,0.7916,0.3768,0.5816,0.2410
Tribal,County,40115,"Ottawa, OK",1186.4653,0.0000,0.0000,0.9851,0.7512,0.9285,0.4766,0.7727,0.3074
Tribal,County,40117,"Pawnee, OK",1424.9381,0.0000,0.0000,0.9911,0.7967,0.9049,0.5550,0.6683,0.3140
Tribal,County,40119,"Payne, OK",323.3708,0.0000,0.0000,1.0000,0.9407,0.9801,0.7511,0.8358,0.4228
Tribal,County,40121,"Pittsburg, OK",3283.9514,0.0000,0.0000,0.9150,0.6857,0.8077,0.5506,0.5178,0.2749
Tribal,County,40123,"Pontotoc, OK",1712.1798,0.0000,0.0000,0.9666,0.6992,0.8906,0.6060,0.6185,0.3243
Tribal,County,40125,"Pottawatomie, OK",1877.2358,0.0000,0.0000,0.9953,0.8291,0.9631,0.6642,0.6348,0.3875
Tribal,County,40127,"Pushmataha, OK",3384.2279,0.0000,0.0000,0.7462,0.6311,0.3338,0.1914,0.1074,0.0436
Tribal,County,40129,"Roger Mills, OK",2672.9175,0.0000,0.0000,0.9100,0.6027,0.5739,0.1600,0.3424,0.0896
Tribal,County,40131,"Rogers, OK",1720.7117,0.0000,0.0000,0.9985,0.8961,0.9726,0.7720,0.8875,0.5804
Tribal,County,40133,"Seminole, OK",1518.2627,0.0000,0.0000,0.9400,0.7275,0.8244,0.5001,0.6005,0.3046
Tribal,County,40135,"Sequoyah, OK",1727.5583,0.0000,0.0000,0.9064,0.6509,0.7667,0.4654,0.5812,0.3252
Tribal,County,40137,"Stephens, OK",2080.6329,0.0000,0.0000,0.9969,0.8463,0.8555,0.5767,0.6714,0.3096
Tribal,County,40141,"Tillman, OK",2033.8652,0.0000,0.0000,0.9987,0.7674,0.9357,0.6038,0.6307,0.1809
Tribal,County,40143,"Tulsa, OK",1412.0875,0.0000,0.0000,1.0000,0.9832,0.9869,0.9134,0.9499,0.8556
Tribal,County,40145,"Wagoner, OK",1424.7274,0.0000,0.0000,0.9961,0.9264,0.9740,0.7872,0.8624,0.5840
Tribal,County,40147,"Washington, OK",1027.9399,0.0000,0.0000,0.9955,0.8185,0.9334,0.7380,0.8094,0.4489
Tribal,County,40149,"Washita, OK",2353.1281,0.0000,0.0000,0.9988,0.9136,0.8708,0.3799,0.6543,0.1910
Tribal,County,41005,"Clackamas, OR",59.8289,0.0000,0.0000,0.5951,0.0528,0.2007,0.0018,0.1109,0.0018
Tribal,County,41011,"Coos, OR",28.2291,0.0000,0.0000,0.8955,0.3507,0.3134,0.0933,0.1642,0.0112
Tribal,County,41019,"Douglas, OR",95.8526,0.0000,0.0000,0.5901,0.3901,0.4242,0.2813,0.3429,0.1967
Tribal,County,41021,"Gilliam, OR",16.3265,0.0000,0.0000,0.8581,0.4645,0.5935,0.1290,0.4839,0.1290
Tribal,County,41025,"Harney, OR",49.8223,0.0000,0.0000,1.0000,0.9937,1.0000,0.8224,0.4863,0.0507
Tribal,County,41027,"Hood River, OR",0.6320,0.0000,0.0000,1.0000,1.0000,1.0000,0.8333,1.0000,0.8333
Tribal,County,41031,"Jefferson, OR",1108.8352,0.0000,0.0000,0.7081,0.3162,0.3925,0.1911,0.2895,0.0857
Tribal,County,41035,"Klamath, OR",1.3693,0.0000,0.0000,1.0000,0.8462,0.9231,0.6154,0.8462,0.4615
Tribal,County,41039,"Lane, OR",0.7373,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7143
Tribal,County,41041,"Lincoln, OR",20.2238,0.0000,0.0000,0.4427,0.1823,0.1771,0.0833,0.1146,0.0573
Tribal,County,41045,"Malheur, OR",70.7834,0.0000,0.0000,0.4494,0.1860,0.0000,0.0000,0.0000,0.0000
Tribal,County,41047,"Marion, OR",19.6972,0.0000,0.0000,0.3422,0.0053,0.0053,0.0053,0.0053,0.0053
Tribal,County,41053,"Polk, OR",4.4240,0.0000,0.0000,1.0000,1.0000,1.0000,0.9286,1.0000,0.7857
Tribal,County,41055,"Sherman, OR",1.5800,0.0000,0.0000,1.0000,0.6000,0.8000,0.2000,0.6000,0.2000
Tribal,County,41059,"Umatilla, OR",747.8608,0.0001,0.0000,0.8821,0.6518,0.7404,0.3927,0.6341,0.1123
Tribal,County,41061,"Union, OR",6.0040,0.0000,0.0000,0.2807,0.0000,0.0175,0.0000,0.0000,0.0000
Tribal,County,41065,"Wasco, OR",1604.9513,0.0000,0.0000,0.6498,0.2493,0.3749,0.1108,0.2630,0.0837
Tribal,County,41071,"Yamhill, OR",46.2410,0.0000,0.0000,0.6355,0.0683,0.1663,0.0319,0.1048,0.0182
Tribal,County,44009,"Washington, RI",8.9533,0.0000,0.0000,1.0000,0.8235,1.0000,0.5647,0.9059,0.3765
Tribal,County,45003,"Aiken, SC",14.8519,0.0000,0.0000,1.0000,0.8794,1.0000,0.5248,0.8936,0.3972
Tribal,County,45015,"Berkeley, SC",37.2877,0.0000,0.0000,1.0000,0.8814,1.0000,0.8955,0.9972,0.7825
Tribal,County,45033,"Dillon, SC",117.0244,0.0000,0.0000,0.9649,0.3204,0.1476,0.0162,0.0477,0.0090
Tribal,County,45035,"Dorchester, SC",206.4517,0.0000,0.0000,0.9847,0.5393,0.7934,0.2102,0.5367,0.1439
Tribal,County,45051,"Horry, SC",3.7920,0.0000,0.0000,1.0000,0.9722,0.9722,0.3333,0.8056,0.0556
Tribal,County,45069,"Marlboro, SC",151.5735,0.0000,0.0000,1.0000,0.5393,0.7540,0.2272,0.4385,0.1348
Tribal,County,45075,"Orangeburg, SC",79.9474,0.0000,0.0000,0.9987,0.6917,0.8287,0.3399,0.7299,0.2648
Tribal,County,45091,"York, SC",4.7400,0.0000,0.0000,1.0000,0.2444,0.9778,0.5111,0.6889,0.3556
Tribal,County,46007,"Bennett, SD",3043.3719,0.0692,0.0338,0.9696,0.5838,0.5801,0.1917,0.4649,0.1531
Tribal,County,46017,"Buffalo, SD",672.5480,0.0000,0.0000,0.9978,0.8589,0.8852,0.5164,0.6727,0.3917
Tribal,County,46023,"Charles Mix, SD",1777.6966,0.0574,0.0424,0.9979,0.8660,0.8465,0.3038,0.6854,0.2040
Tribal,County,46029,"Codington, SD",145.7802,0.0000,0.0000,1.0000,0.9234,0.9884,0.2934,0.8353,0.1004
Tribal,County,46031,"Corson, SD",6576.9613,0.0000,0.0000,0.9753,0.7264,0.5309,0.1678,0.3157,0.1045
Tribal,County,46037,"Day, SD",262.4886,0.0000,0.0000,1.0000,0.8977,0.9314,0.5293,0.7974,0.5004
Tribal,County,46041,"Dewey, SD",6399.1600,0.0000,0.0000,0.8792,0.4209,0.4323,0.1275,0.3374,0.1067
Tribal,County,46051,"Grant, SD",229.7302,0.0000,0.0000,1.0000,0.9221,0.9803,0.3416,0.7611,0.2756
Tribal,County,46053,"Gregory, SD",100.4872,0.0084,0.0000,0.8983,0.4057,0.3407,0.0566,0.1813,0.0168
Tribal,County,46055,"Haakon, SD",2.0013,0.0000,0.0000,1.0000,0.2105,0.6316,0.0000,0.1053,0.0000
Tribal,County,46065,"Hughes, SD",316.9455,0.0000,0.0000,0.9977,0.8468,0.8897,0.5035,0.7042,0.4493
Tribal,County,46069,"Hyde, SD",222.7782,0.0000,0.0000,0.9981,0.8208,0.8307,0.1910,0.5537,0.1579
Tribal,County,46071,"Jackson, SD",2741.1730,0.0000,0.0000,0.9873,0.5777,0.4732,0.1301,0.3811,0.1191
Tribal,County,46085,"Lyman, SD",898.5916,0.0000,0.0000,0.9606,0.6719,0.7548,0.2626,0.5089,0.1949
Tribal,County,46091,"Marshall, SD",619.7764,0.0000,0.0000,0.9942,0.6530,0.8425,0.2821,0.6635,0.2208
Tribal,County,46093,"Meade, SD",3.5813,0.0000,0.0000,0.9706,0.6765,0.6176,0.4706,0.6176,0.3529
Tribal,County,46095,"Mellette, SD",1127.9004,0.0000,0.0000,0.9693,0.6087,0.6784,0.2267,0.5420,0.2028
Tribal,County,46101,"Moody, SD",8.5319,0.0000,0.0000,1.0000,0.8519,0.9259,0.5185,0.8025,0.4321
Tribal,County,46102,"Oglala Lakota, SD",5354.0510,0.0249,0.0108,0.9519,0.6690,0.4629,0.1742,0.3240,0.1297
Tribal,County,46103,"Pennington, SD",8.3213,0.0000,0.0000,0.5949,0.0380,0.0000,0.0000,0.0000,0.0000
Tribal,County,46105,"Perkins, SD",2.3173,0.0000,0.0000,1.0000,0.5000,0.7273,0.1364,0.5909,0.1364
Tribal,County,46109,"Roberts, SD",2286.8739,0.0000,0.0000,0.9995,0.8871,0.9586,0.5068,0.7544,0.4239
Tribal,County,46117,"Stanley, SD",147.3602,0.0000,0.0000,0.9914,0.9006,0.9178,0.7312,0.8535,0.6569
Tribal,County,46119,"Sully, SD",0.2107,0.0000,0.0000,1.0000,1.0000,0.5000,0.0000,0.5000,0.0000
Tribal,County,46121,"Todd, SD",3571.0877,0.0752,0.0342,0.9573,0.5957,0.6808,0.2889,0.5471,0.2453
Tribal,County,46123,"Tripp, SD",276.6031,0.0000,0.0000,0.9284,0.4985,0.5586,0.1908,0.4273,0.1645
Tribal,County,46137,"Ziebach, SD",5184.5710,0.0000,0.0000,0.8322,0.3421,0.4601,0.1123,0.3746,0.0912
Tribal,County,47097,"Lauderdale, TN",0.6320,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8333
Tribal,County,48141,"El Paso, TX",11.4812,0.0000,0.0000,1.0000,0.5963,0.7890,0.2018,0.4312,0.1835
Tribal,County,48323,"Maverick, TX",0.8427,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Tribal,County,48373,"Polk, TX",32.4424,0.0000,0.0000,1.0000,0.6331,0.7273,0.2792,0.6169,0.2143
Tribal,County,49003,"Box Elder, UT",0.8427,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6250
Tribal,County,49007,"Carbon, UT",214.9836,0.0000,0.0000,0.2950,0.1264,0.1440,0.0000,0.0612,0.0000
Tribal,County,49013,"Duchesne, UT",6946.1517,0.0000,0.0000,0.7795,0.6109,0.4825,0.1957,0.3402,0.0958
Tribal,County,49015,"Emery, UT",0.1053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Tribal,County,49019,"Grand, UT",756.4980,0.0000,0.0000,0.4575,0.1238,0.0675,0.0000,0.0596,0.0000
Tribal,County,49021,"Iron, UT",9.0586,0.0000,0.0000,1.0000,0.9651,0.9884,0.6163,0.7907,0.4186
Tribal,County,49023,"Juab, UT",181.0666,0.0000,0.0000,0.6323,0.0506,0.3136,0.0000,0.0791,0.0000
Tribal,County,49027,"Millard, UT",4.8453,0.0000,0.0000,1.0000,1.0000,1.0000,0.9783,1.0000,0.8696
Tribal,County,49037,"San Juan, UT",4687.0856,0.7782,0.5899,0.8029,0.4751,0.1352,0.0220,0.1331,0.0219
Tribal,County,49041,"Sevier, UT",4.4240,0.0000,0.0000,1.0000,0.9762,0.4286,0.3810,0.4286,0.3333
Tribal,County,49045,"Tooele, UT",75.7341,0.0000,0.0000,1.0000,0.9527,0.9708,0.5828,0.8665,0.4840
Tribal,County,49047,"Uintah, UT",6935.4078,0.0000,0.0000,0.8468,0.6168,0.5320,0.1183,0.3151,0.0780
Tribal,County,49049,"Utah, UT",13.9039,0.0000,0.0000,1.0000,0.6742,0.3030,0.0000,0.2197,0.0000
Tribal,County,49051,"Wasatch, UT",1530.2706,0.0000,0.0000,0.7235,0.4111,0.3644,0.1396,0.3089,0.1188
Tribal,County,49053,"Washington, UT",99.0126,0.0000,0.0000,1.0000,0.8362,0.9213,0.5021,0.6702,0.4266
Tribal,County,51036,"Charles City, VA",142.8309,0.0000,0.0000,0.9941,0.4794,0.5339,0.1556,0.3429,0.0973
Tribal,County,51057,"Essex, VA",97.8539,0.0000,0.0000,0.9860,0.3660,0.5544,0.1529,0.4069,0.1399
Tribal,County,51097,"King and Queen, VA",87.8473,0.0000,0.0000,0.9868,0.1942,0.4616,0.0803,0.2362,0.0336
Tribal,County,51101,"King William, VA",7.3733,0.0000,0.0000,1.0000,0.3143,0.5857,0.0571,0.3571,0.0143
Tribal,County,51127,"New Kent, VA",6.1093,0.0000,0.0000,1.0000,0.7759,1.0000,0.3448,0.7414,0.1897
Tribal,County,53007,"Chelan, WA",0.8427,0.0000,0.0000,1.0000,1.0000,1.0000,0.8750,1.0000,0.7500
Tribal,County,53009,"Clallam, WA",163.2654,0.0000,0.0000,0.9703,0.5645,0.6871,0.2568,0.5832,0.1974
Tribal,County,53011,"Clark, WA",0.6320,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Tribal,County,53019,"Ferry, WA",3255.8276,0.0053,0.0000,0.6413,0.2780,0.4120,0.0919,0.3260,0.0585
Tribal,County,53027,"Grays Harbor, WA",945.9912,0.0000,0.0000,0.9119,0.4479,0.4279,0.1197,0.2742,0.0522
Tribal,County,53031,"Jefferson, WA",38.3410,0.0000,0.0000,0.8846,0.6786,0.8159,0.4808,0.7912,0.4121
Tribal,County,53033,"King, WA",18.4332,0.0000,0.0000,1.0000,0.9029,1.0000,0.9886,1.0000,0.9257
Tribal,County,53035,"Kitsap, WA",43.6077,0.0000,0.0000,1.0000,0.8188,0.9179,0.6159,0.8213,0.4589
Tribal,County,53039,"Klickitat, WA",685.5039,0.0000,0.0000,0.4146,0.2145,0.3038,0.1343,0.2210,0.0817
Tribal,County,53041,"Lewis, WA",3.0546,0.0000,0.0000,0.0690,0.0690,0.0690,0.0690,0.0690,0.0690
Tribal,County,53043,"Lincoln, WA",14.6412,0.0000,0.0000,0.6331,0.3165,0.0216,0.0000,0.0144,0.0000
Tribal,County,53045,"Mason, WA",38.0250,0.0000,0.0000,0.9640,0.8144,0.8116,0.5180,0.7119,0.2604
Tribal,County,53047,"Okanogan, WA",3055.8012,0.0002,0.0000,0.7730,0.4574,0.5648,0.2008,0.4320,0.1488
Tribal,County,53049,"Pacific, WA",4.9506,0.0000,0.0000,0.7447,0.2340,0.5957,0.0213,0.3404,0.0000
Tribal,County,53051,"Pend Oreille, WA",31.7051,0.0000,0.0000,1.0000,0.7674,0.9037,0.5316,0.8638,0.2791
Tribal,County,53053,"Pierce, WA",101.6459,0.0000,0.0000,0.9772,0.9295,0.9751,0.9378,0.9585,0.8964
Tribal,County,53055,"San Juan, WA",1864.2799,0.0000,0.0000,0.2733,0.1666,0.3183,0.1755,0.2510,0.1384
Tribal,County,53057,"Skagit, WA",502.6467,0.0000,0.0000,0.3894,0.2764,0.7938,0.6391,0.7142,0.5562
Tribal,County,53061,"Snohomish, WA",158.1041,0.0000,0.0000,0.6849,0.6229,0.9827,0.7915,0.8894,0.7182
Tribal,County,53063,"Spokane, WA",2.1067,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Tribal,County,53065,"Stevens, WA",698.7758,0.0095,0.0002,0.9246,0.4989,0.4403,0.0787,0.2599,0.0645
Tribal,County,53067,"Thurston, WA",13.9039,0.0000,0.0000,0.9924,0.7045,0.8409,0.5152,0.6970,0.3864
Tribal,County,53071,"Walla Walla, WA",0.1053,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
Tribal,County,53073,"Whatcom, WA",127.0310,0.0000,0.0000,0.6070,0.5033,0.8914,0.6982,0.7993,0.5730
Tribal,County,53077,"Yakima, WA",5453.0635,0.0000,0.0000,0.6125,0.4469,0.5243,0.3299,0.4479,0.1800
Tribal,County,55001,"Adams, WI",0.4213,0.0000,0.0000,1.0000,0.2500,0.2500,0.0000,0.2500,0.0000
Tribal,County,55003,"Ashland, WI",453.4564,0.0000,0.0000,0.7902,0.2611,0.2413,0.0444,0.1210,0.0170
Tribal,County,55005,"Barron, WI",0.5267,0.0000,0.0000,1.0000,0.2000,0.2000,0.0000,0.0000,0.0000
Tribal,County,55007,"Bayfield, WI",54.8782,0.0000,0.0000,0.4952,0.3378,0.3762,0.2457,0.1305,0.0633
Tribal,County,55009,"Brown, WI",101.9619,0.0000,0.0000,1.0000,0.9824,0.9990,0.9897,0.9783,0.8977
Tribal,County,55013,"Burnett, WI",5.7933,0.0000,0.0000,1.0000,0.4545,0.6545,0.2000,0.2909,0.1091
Tribal,County,55019,"Clark, WI",3.5813,0.0000,0.0000,0.9118,0.3824,0.2647,0.0000,0.0000,0.0000
Tribal,County,55023,"Crawford, WI",0.7373,0.0000,0.0000,0.7143,0.2857,0.5714,0.4286,0.2857,0.0000
